suite,question,method,repetition,truth_count,found_count,tp,fp,fn,precision,recall,f1,wall_seconds,llm_calls,cheap_calls,expensive_calls,cheap_seconds,expensive_seconds,cascade_target,calibration_budget,calibration_candidates,calibration_agreement,learned_confidence_threshold
5q,q_04,suql_v1,1,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,46.44035519496538,70,50,20,37.92569944600109,8.495209181855898,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,2,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,45.83276058000047,70,50,20,37.329046870814636,8.483961259829812,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,3,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,46.11499453498982,70,50,20,37.57933411980048,8.516139926039614,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,4,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,45.89095145999454,70,50,20,37.38185159920249,8.488370273844339,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,5,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,46.20435989298858,70,50,20,37.668742184352595,8.514932903111912,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,6,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,46.0500212580082,70,50,20,37.55432776204543,8.474908181931823,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,7,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,46.09121547098039,70,50,20,37.573144105263054,8.498822136083618,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,8,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,45.868745025014505,70,50,20,37.32054625591263,8.528280407888815,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,9,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,46.181186319037806,70,50,20,37.66394840501016,8.49671248724917,0.9,20,20,1.0,2.0
5q,q_04,suql_v1,10,15,11,11,0,4,1.0,0.7333333333333333,0.846153846153846,46.01147160003893,70,50,20,37.49102489219513,8.499749251932371,0.9,20,20,1.0,2.0
5q,q_04,trummer_baseline,1,15,30,10,20,5,0.3333333333333333,0.6666666666666666,0.4444444444444444,37.47821756999474,42,0,42,0.0,37.36888960393844,0.9,20,0,0.0,
5q,q_04,trummer_baseline,2,15,30,10,20,5,0.3333333333333333,0.6666666666666666,0.4444444444444444,36.413799792993814,42,0,42,0.0,36.30358193576103,0.9,20,0,0.0,
5q,q_04,trummer_baseline,3,15,30,10,20,5,0.3333333333333333,0.6666666666666666,0.4444444444444444,36.376497804012615,42,0,42,0.0,36.2621235238621,0.9,20,0,0.0,
5q,q_04,trummer_baseline,4,15,30,10,20,5,0.3333333333333333,0.6666666666666666,0.4444444444444444,36.32310115400469,42,0,42,0.0,36.21126307314262,0.9,20,0,0.0,
5q,q_04,trummer_baseline,5,15,30,10,20,5,0.3333333333333333,0.6666666666666666,0.4444444444444444,36.357142588996794,42,0,42,0.0,36.245106010115705,0.9,20,0,0.0,
5q,q_04,trummer_baseline,6,15,30,10,20,5,0.3333333333333333,0.6666666666666666,0.4444444444444444,36.32858067296911,42,0,42,0.0,36.21416718902765,0.9,20,0,0.0,
